conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,cleaned_text,normalized_text
1977523927539929220,Sun Oct 12 23:56:59 +0000 2025,46, HOAX ALERT! Beredar sebuah nomor asing mengaku sebagai Menkeu Purbaya. Faktanya: ITU HOAX. Selalu cross-check melalui kanal resmi di website akun terverifikasi dan call center. Jangan Tertipu. Jangan Sebar. Jangan Percaya. Laporkan nomor mencurigakan ke pihak https://t.co/jKug3AF2x3,1977523927539929220,https://pbs.twimg.com/media/G3GTh3ma8AEyoLc.jpg,,in,,0,8,6,https://x.com/undefined/status/1977523927539929220,1353570546869440512,,hoax ale beredar sebuah nomor asing mengaku sebagai menkeu purbaya faktanya itu hoax selalu crosscheck melalui kanal resmi di website akun terverifikasi dan call center jangan teipu jangan sebar jangan percaya laporkan nomor mencurigakan ke pihak,hoax ale beredar sebuah nomor asing mengaku sebagai menkeu purbaya faktanya itu hoax selalu crosscheck melalui kanal resmi website akun terverifikasi dan call center jangan teipu jangan sebar jangan percaya laporkan nomor mencurigakan pihak
1977286675383619611,Sun Oct 12 23:52:01 +0000 2025,0,@mr_banan12 Jadi inget vidio pejabat Bea cukai yg di suruh balik badan. Didepan orang yg sedah bicara ke Purbaya.,1977522678295851250,,mr_banan12,in,,0,0,0,https://x.com/undefined/status/1977522678295851250,2468642390,,jadi inget vidio pejabat bea cukai yg di suruh balik badan didepan orang yg sedah bicara ke purbaya,jadi inget vidio pejabat bea cukai yang suruh balik badan didepan orang yang sedah bicara purbaya
1977522101767782544,Sun Oct 12 23:49:44 +0000 2025,2,Ultimatum Purbaya ke Anak Buah: Gue Sikat Lu Gak Ada Ampun! https://t.co/ymFXgdjiEI,1977522101767782544,,,in,,0,1,1,https://x.com/undefined/status/1977522101767782544,165242082,,ultimatum purbaya ke anak buah gue sikat lu gak ada ampun,ultimatum purbaya anak buah gue sikat tidak ada ampun
1976815318850060316,Sun Oct 12 23:42:49 +0000 2025,0,@Giiselje Ha ha MUI urusan mu bukan itu presiden saja sangat happy dgn pak Purbaya .MUI kacanya kabur,1977520362368942236,,Giiselje,in,,0,0,0,https://x.com/undefined/status/1977520362368942236,1480011741983490051,,ha ha mui urusan mu bukan itu presiden saja sangat happy dgn pak purbaya mui kacanya kabur,mui urusan bukan itu presiden saja sangat happy dengan pak purbaya mui kacanya kabur
1976701751932899809,Sun Oct 12 23:40:51 +0000 2025,0,@TasyaFebri18 Purbaya membawa angin segar bagi dunia investasi Indonesia.,1977519868527378833,,TasyaFebri18,in,,0,0,0,https://x.com/undefined/status/1977519868527378833,1830891569588903937,,purbaya membawa angin segar bagi dunia investasi indonesia,purbaya membawa angin segar bagi dunia investasi indonesia
1977519864429621602,Sun Oct 12 23:40:50 +0000 2025,15,Ini orang2 partai yg menyerang Purbaya https://t.co/UMXmRsima0,1977519864429621602,https://pbs.twimg.com/media/G3GP1lEaUAEuCuO.jpg,,in,,1,2,4,https://x.com/undefined/status/1977519864429621602,1296312516901916672,,ini orang paai yg menyerang purbaya,ini orang paai yang menyerang purbaya
1976701751932899809,Sun Oct 12 23:40:47 +0000 2025,0,@TasyaFebri18 Efek Purbaya benar-benar terasa ekonomi makin stabil!,1977519850458374277,,TasyaFebri18,in,,0,0,0,https://x.com/undefined/status/1977519850458374277,1830891569588903937,,efek purbaya benarbenar terasa ekonomi makin stabil,efek purbaya benarbenar terasa ekonomi makin stabil
1976700374305354053,Sun Oct 12 23:40:00 +0000 2025,0,@GhifaryRah68255 Purbaya membawa angin segar bagi dunia investasi Indonesia.,1977519651447037965,,GhifaryRah68255,in,,0,0,0,https://x.com/undefined/status/1977519651447037965,1830891569588903937,,purbaya membawa angin segar bagi dunia investasi indonesia,purbaya membawa angin segar bagi dunia investasi indonesia
1976700374305354053,Sun Oct 12 23:39:56 +0000 2025,0,@GhifaryRah68255 Efek Purbaya benar-benar terasa ekonomi makin stabil!,1977519634913153148,,GhifaryRah68255,in,,0,0,0,https://x.com/undefined/status/1977519634913153148,1830891569588903937,,efek purbaya benarbenar terasa ekonomi makin stabil,efek purbaya benarbenar terasa ekonomi makin stabil
1977519469267435648,Sun Oct 12 23:39:16 +0000 2025,0,Sri Mulyani cerdas - Purbaya cerdas berani dan rasional .... semoga Allah senantiasa memudahkan dan melindunginya,1977519469267435648,,,in,,0,0,0,https://x.com/undefined/status/1977519469267435648,3029032633,,sri mulyani cerdas purbaya cerdas berani dan rasional semoga allah senantiasa memudahkan dan melindunginya,sri mulyani cerdas purbaya cerdas berani dan rasional semoga allah senantiasa memudahkan dan melindunginya
1977508064267035086,Sun Oct 12 22:53:57 +0000 2025,96,Dan pagi ini Bagong mendapati harga telur naik lagi jadi 31ribu. Terimakasih Prabowo. Terimakasih Purbaya. Terimakasih Amran. Ente sukses... ,1977508064267035086,,,in,,2,25,24,https://x.com/undefined/status/1977508064267035086,1334070788060631040,,dan pagi ini bagong mendapati harga telur naik lagi jadi ribu terimakasih prabowo terimakasih purbaya terimakasih amran ente sukses,dan pagi ini bagong mendapati harga telur naik lagi jadi ribu terimakasih prabowo terimakasih purbaya terimakasih amran ente sukses
1977194321691787676,Sun Oct 12 22:53:17 +0000 2025,0,@Tan_Mar3M Jgn lgsg percaya cuy Purbaya mayoritas baru omongan blm banyak tindakan nyata Btw itu apbn kok bs lolos 10% buat mbg *gw ga bela srimul ga juga anti purbaya,1977507897065251064,,Tan_Mar3M,in,,0,0,0,https://x.com/undefined/status/1977507897065251064,1638208914255908864,,jgn lgsg percaya cuy purbaya mayoritas baru omongan blm banyak tindakan nyata btw itu apbn kok bs lolos buat mbg gw ga bela srimul ga juga anti purbaya,jangan lgsg percaya cuy purbaya mayoritas baru omongan belum banyak tindakan nyata the way itu apbn kok lolos buat mbg tidak bela srimul tidak juga anti purbaya
1977284660746240454,Sun Oct 12 22:51:58 +0000 2025,2,@annisfitriana @DS_yantie Purbaya betul di KSP tetapi dia bukan pejabat yang memegang kendali tanggung jawab purbaya seperti kebanyakan eselon 1 di pemẹrintahan lainnya..,1977507563928531416,,annisfitriana,in,,0,0,0,https://x.com/undefined/status/1977507563928531416,1446676923795402755,,purbaya betul di ksp tetapi dia bukan pejabat yang memegang kendali tanggung jawab purbaya sepei kebanyakan eselon di pemrintahan lainnya,purbaya betul ksp tetapi dia bukan pejabat yang memegang kendali tanggung jawab purbaya sepei kebanyakan eselon pemrintahan lainnya
1977400160310472776,Sun Oct 12 22:51:30 +0000 2025,0,@SUARAKRISTEN1 @dhaintly Ya ada video perdebatan publik antara Menkeu Purbaya Yudhi Sadewa dan Menteri ESDM Bahlil Lahadalia soal subsidi LPG 3 kg dan data energi. Ini berdasarkan rapat DPR 30 Sept 2025 dan tanggapan media. Mereka bertemu 10 Okt untuk bahas kompensasi BBM. Cek sumber seperti YouTube,1977507447976980833,,SUARAKRISTEN1,in,,0,0,0,https://x.com/undefined/status/1977507447976980833,1720665183188922368,,ya ada video perdebatan publik antara menkeu purbaya yudhi sadewa dan menteri esdm bahlil lahadalia soal subsidi lpg kg dan data energi ini berdasarkan rapat dpr sept dan tanggapan media mereka beemu okt untuk bahas kompensasi bbm cek sumber sepei youtube,ada video perdebatan publik antara menkeu purbaya yudhi sadewa dan menteri esdm bahlil lahadalia soal subsidi lpg dan data energi ini berdasarkan rapat dpr sept dan tanggapan media mereka beemu okt untuk bahas kompensasi bbm cek sumber sepei youtube
1977371529940775165,Sun Oct 12 22:49:26 +0000 2025,6,@arifbalikpapan1 Mafia itu adalah para pejabat dan mantan pejabat yang terusik dengan pernyataan atau pun kebijakan yang diambil oleh Purbaya,1977506927207985322,,arifbalikpapan1,in,,0,0,0,https://x.com/undefined/status/1977506927207985322,212610023,,mafia itu adalah para pejabat dan mantan pejabat yang terusik dengan pernyataan atau pun kebijakan yang diambil oleh purbaya,mafia itu adalah para pejabat dan mantan pejabat yang terusik dengan pernyataan atau pun kebijakan yang diambil oleh purbaya
1977142674584224070,Sun Oct 12 22:44:39 +0000 2025,1,@hipohan Sangat wajar jk yg bayar sesuai perkataan bpk purbaya ialah siluhut..dan kroni kroninya si jokower brengsek ini wuenak saja negara yg bayar pokoke rezim ugal2an dan asal2an inilah yg hrs membayar berapapun sampai mati sekalipun seluruh hartanya disita utk negara itu baru adil,1977505724558397621,,hipohan,in,,0,0,1,https://x.com/undefined/status/1977505724558397621,1167048413109555201,,sangat wajar jk yg bayar sesuai perkataan bpk purbaya ialah siluhutdan kroni kroninya si jokower brengsek ini wuenak saja negara yg bayar pokoke rezim ugalan dan asalan inilah yg hrs membayar berapapun sampai mati sekalipun seluruh haanya disita utk negara itu baru adil,sangat wajar yang bayar sesuai perkataan bpk purbaya ialah siluhutdan kroni kroninya jokower brengsek ini wuenak saja negara yang bayar pokoke rezim ugalan dan asalan inilah yang hrs membayar berapapun sampai mati sekalipun seluruh haanya disita untuk negara itu baru adil
1977371804931866935,Sun Oct 12 22:43:59 +0000 2025,1,@txtfromjogja Jare dikon perbaiki belanja daerah karo Purbaya lha iki perbaikan sistem pengelolaan sampah. Kerja sama UGM.,1977505554047308211,,txtfromjogja,in,,0,0,0,https://x.com/undefined/status/1977505554047308211,66941767,,jare dikon perbaiki belanja daerah karo purbaya lha iki perbaikan sistem pengelolaan sampah kerja sama ugm,jare dikon perbaiki belanja daerah karo purbaya lha iki perbaikan sistem pengelolaan sampah kerja sama ugm
1977505288560496916,Sun Oct 12 22:42:55 +0000 2025,35,Tempatkan Purbaya Pengamat: Cara Prabowo Gebuk Jokowi dan Geng Solo https://t.co/Y7A4K4I9qe,1977505288560496916,,,in,,2,0,19,https://x.com/undefined/status/1977505288560496916,887743587579944960,,tempatkan purbaya pengamat cara prabowo gebuk jokowi dan geng solo,tempatkan purbaya pengamat cara prabowo gebuk jokowi dan geng solo
1977357121244037304,Sun Oct 12 22:38:23 +0000 2025,4,@toe_giman @FerdinandHaean3 Purbaya bisa benar bisa juga salah..tapi si sempak merah ini dlm mengkritisi Purbaya tidak disertai data..!!! dia hanya mengkritisi purbaya dari 'style bicara Purbaya saja'. kritiknya hampir tdk ada manfaatnya,1977504147055514052,,toe_giman,in,,0,2,0,https://x.com/undefined/status/1977504147055514052,1513694552443727873,,purbaya bisa benar bisa juga salahtapi si sempak merah ini dlm mengkritisi purbaya tidak diseai data dia hanya mengkritisi purbaya dari style bicara purbaya saja kritiknya hampir tdk ada manfaatnya,purbaya bisa benar bisa juga salahtapi sempak merah ini dalam mengkritisi purbaya tidak diseai data dia hanya mengkritisi purbaya dari style bicara purbaya saja kritiknya hampir tidak ada manfaatnya
1977502336416428093,Sun Oct 12 22:31:11 +0000 2025,1,KENAPA GW MIMPI SERUMAH SAMA PURBAYA ANJ,1977502336416428093,,,in,,0,1,1,https://x.com/undefined/status/1977502336416428093,1302445153458614272,,kenapa gw mimpi serumah sama purbaya anj,kenapa mimpi serumah sama purbaya anj
1977502169852187004,Sun Oct 12 22:30:32 +0000 2025,39,Mr. J PSI Kalah Pamor dari Prabowo dan Purbaya https://t.co/dsfF2b367s,1977502169852187004,,,in,,0,1,23,https://x.com/undefined/status/1977502169852187004,887743587579944960,,mr j psi kalah pamor dari prabowo dan purbaya,psi kalah pamor dari prabowo dan purbaya
1977502037140214032,Sun Oct 12 22:30:00 +0000 2025,0,Purbaya Melesat Purbaya Digugat https://t.co/JnpCQ1q9bT,1977502037140214032,,,in,,0,0,0,https://x.com/undefined/status/1977502037140214032,853782937782714368,,purbaya melesat purbaya digugat,purbaya melesat purbaya digugat
1977501264939524471,Sun Oct 12 22:26:56 +0000 2025,0,Ini baru bener.... maju terus pak Purbaya...,1977501264939524471,,,in,,0,0,0,https://x.com/undefined/status/1977501264939524471,1635989747230478336,,ini baru bener maju terus pak purbaya,ini baru bener maju terus pak purbaya
1977213390583148770,Sun Oct 12 22:26:47 +0000 2025,0,@BangPino__ Menkeu Purbaya sudah berada dijalan yang benar.,1977501225945022949,,BangPino__,in,,0,0,0,https://x.com/undefined/status/1977501225945022949,1432880079843987459,,menkeu purbaya sudah berada dijalan yang benar,menkeu purbaya sudah berada dijalan yang benar
1977244937952616816,Sun Oct 12 22:00:40 +0000 2025,6,@elisa_jkt Kan jokowi dan luhut yg bilang B2B awal2 gak pake apbn..lalu kok mau dibayar apbn skrg? Mirip dgn IKN jg.. bener purbaya biar clear dulu krn menkeu bukan juru bayar karena duo maling itu merasa gak bersalah..,1977494655056150792,,elisa_jkt,in,,0,1,0,https://x.com/undefined/status/1977494655056150792,141001653,,kan jokowi dan luhut yg bilang bb awal gak pake apbnlalu kok mau dibayar apbn skrg mirip dgn ikn jg bener purbaya biar clear dulu krn menkeu bukan juru bayar karena duo maling itu merasa gak bersalah,kan jokowi dan luhut yang bilang awal tidak pake apbnlalu kok mau dibayar apbn skrg mirip dengan ikn juga bener purbaya biar clear dulu karena menkeu bukan juru bayar karena duo maling itu merasa tidak bersalah
1977494411635482892,Sun Oct 12 21:59:42 +0000 2025,0,Namanya masing-masing bekerja berkelanjutan bertahap bertahan di setiap masa. Tinggal kini pak Purbaya membuktikan karyanya enam bulan ke depan semoga berhasil 🇮🇩,1977494411635482892,,,in,,0,0,0,https://x.com/undefined/status/1977494411635482892,1691391977848545280,,namanya masingmasing bekerja berkelanjutan beahap beahan di setiap masa tinggal kini pak purbaya membuktikan karyanya enam bulan ke depan semoga berhasil,namanya masingmasing bekerja berkelanjutan beahap beahan setiap masa tinggal kini pak purbaya membuktikan karyanya enam bulan depan semoga berhasil
1977494386666877131,Sun Oct 12 21:59:36 +0000 2025,1,Rakyat wajib tahu ini kita wajib dukung dan lindungi Pak Purbaya... @menkeu,1977494386666877131,,,in,,0,0,0,https://x.com/undefined/status/1977494386666877131,1200301458492551169,,rakyat wajib tahu ini kita wajib dukung dan lindungi pak purbaya,rakyat wajib tahu ini kita wajib dukung dan lindungi pak purbaya
1977493634783326647,Sun Oct 12 21:56:37 +0000 2025,0,Sehat-sehat Pak Purbaya #HidupRakyatIndonesia #AdiliJokowi,1977493634783326647,,,in,,0,0,0,https://x.com/undefined/status/1977493634783326647,1703778268531601408,,sehatsehat pak purbaya,sehatsehat pak purbaya
1977492610152644726,Sun Oct 12 21:52:32 +0000 2025,0,Gubernur Jawa Barat Dedi Mulyadi memilih untuk tidak bergabung dengan 18 gubernur lain yang mendatangi Kementerian Keuangan RI guna memprotes kebijakan pemangkasan Dana Transfer ke Daerah (TKD) dalam APBN 2026. https://t.co/MKwz8ARvEI,1977492610152644726,,,in,,0,0,0,https://x.com/undefined/status/1977492610152644726,103551225,,gubernur jawa barat dedi mulyadi memilih untuk tidak bergabung dengan gubernur lain yang mendatangi kementerian keuangan ri guna memprotes kebijakan pemangkasan dana transfer ke daerah tkd dalam apbn,gubernur jawa barat dedi mulyadi memilih untuk tidak bergabung dengan gubernur lain yang mendatangi kementerian keuangan guna memprotes kebijakan pemangkasan dana transfer daerah tkd dalam apbn
1977183787252695124,Sun Oct 12 21:47:08 +0000 2025,1,@wansrosadi @susno2g Pak Purbaya melawan para bangsat bangsa.,1977491251143557348,,wansrosadi,in,,0,1,0,https://x.com/undefined/status/1977491251143557348,1432880079843987459,,pak purbaya melawan para bangsat bangsa,pak purbaya melawan para bangsat bangsa
1977183787252695124,Sun Oct 12 21:46:03 +0000 2025,1,@susno2g Rakyat ada dibelakang Pak Purbaya. Pak Purbaya sdh berada dijalur yang benar.,1977490977691746483,,susno2g,in,,0,0,0,https://x.com/undefined/status/1977490977691746483,1432880079843987459,,rakyat ada dibelakang pak purbaya pak purbaya sdh berada dijalur yang benar,rakyat ada dibelakang pak purbaya pak purbaya sudah berada dijalur yang benar
1977279757848027479,Sun Oct 12 21:45:46 +0000 2025,2,@Opposisi6890 @KoesdionoN Purbaya msh baru dan blom dpt dinilai...setelah 1 thn baru bisa dinilai apakah : sama lebih baik atau kurang di bandingkan dg sei mulyani,1977490904438190139,,Opposisi6890,in,,0,0,0,https://x.com/undefined/status/1977490904438190139,1286170938736697344,,purbaya msh baru dan blom dpt dinilaisetelah thn baru bisa dinilai apakah sama lebih baik atau kurang di bandingkan dg sei mulyani,purbaya msh baru dan blom dpt dinilaisetelah thn baru bisa dinilai apakah sama lebih baik atau kurang bandingkan dengan sei mulyani
1977371529940775165,Sun Oct 12 21:29:29 +0000 2025,2,@arifbalikpapan1 Sepertinya Opunglah yang paling marah dengan Menkeu Purbaya. Heran juga kenapa sang pembenci ini di pertahankan @prabowo bahkan dulu dia menghina Prabowo. Please singkirkan benalu negeri ini pak presiden.,1977486809216266478,,arifbalikpapan1,in,,0,0,0,https://x.com/undefined/status/1977486809216266478,1603879174972002304,,sepeinya opunglah yang paling marah dengan menkeu purbaya heran juga kenapa sang pembenci ini di peahankan bahkan dulu dia menghina prabowo please singkirkan benalu negeri ini pak presiden,sepeinya opunglah yang paling marah dengan menkeu purbaya heran juga kenapa sang pembenci ini peahankan bahkan dulu dia menghina prabowo please singkirkan benalu negeri ini pak presiden
1977357121244037304,Sun Oct 12 21:21:17 +0000 2025,2,@toe_giman @FerdinandHaean3 Tidak pernah ada orang baik dimata dia. Tidak ada Menkeu sebaik Pak Purbaya setelah Marie Muhammad meskipun gaya berbeda. Pak Purbaya berdiri paling depan bela kepentingan rakyat kecil. Kalian orang partai bisa bikin apa bacot doang?,1977484742447845412,,toe_giman,in,,0,1,0,https://x.com/undefined/status/1977484742447845412,1432880079843987459,,tidak pernah ada orang baik dimata dia tidak ada menkeu sebaik pak purbaya setelah marie muhammad meskipun gaya berbeda pak purbaya berdiri paling depan bela kepentingan rakyat kecil kalian orang paai bisa bikin apa bacot doang,tidak pernah ada orang baik dimata dia tidak ada menkeu sebaik pak purbaya setelah marie muhammad meskipun gaya berbeda pak purbaya berdiri paling depan bela kepentingan rakyat kecil kalian orang paai bisa bikin apa bacot doang
1977479387638378945,Sun Oct 12 21:00:00 +0000 2025,0,Misbakhun Ingatkan Menkeu Purbaya Tak Usah Berpolemik Dengan Kementerian Lain https://t.co/bggA7sa3En,1977479387638378945,,,in,,0,0,1,https://x.com/undefined/status/1977479387638378945,1953620240,,misbakhun ingatkan menkeu purbaya tak usah berpolemik dengan kementerian lain,misbakhun ingatkan menkeu purbaya tak usah berpolemik dengan kementerian lain
1977386105549770833,Sun Oct 12 20:40:19 +0000 2025,50,@BosPurwa Kita lihat saja...siapa yg bakalan bubar duluan Purbaya atau Satgas https://t.co/wXTJs1aiXE,1977474433305723283,https://pbs.twimg.com/media/G3FmhH4aYAA5HOM.jpg,BosPurwa,in,,1,2,3,https://x.com/undefined/status/1977474433305723283,1959475617738706944,,kita lihat sajasiapa yg bakalan bubar duluan purbaya atau satgas,kita lihat sajasiapa yang bakalan bubar duluan purbaya atau satgas
1977143355655307329,Sun Oct 12 20:38:09 +0000 2025,2,@OposisiCerdas 1) Baru 1 bln Purbaya jabat Menkeu &amp; belum memasuki 2026 APBN sudah TERCEKIK. 2) Suminto Dirjen Pengelolaan Pembiayaan &amp; Risiko Kemenkeu: Pemerintah akan MENERBITKAN SURAT UTANG NEGARA DIM SUM BOND dlm denominasi YUAN CHINA pd Kwartal IV-2025. (KONTAN TV 3 hr yl) 3) Deja vu.,1977473888612385003,,OposisiCerdas,in,,0,0,0,https://x.com/undefined/status/1977473888612385003,1626014171497385984,,baru bln purbaya jabat menkeu amp belum memasuki apbn sudah tercekik suminto dirjen pengelolaan pembiayaan amp risiko kemenkeu pemerintah akan menerbitkan surat utang negara dim sum bond dlm denominasi yuan china pd kwaal iv kontan tv hr yl deja vu,baru bln purbaya jabat menkeu amp belum memasuki apbn sudah tercekik suminto dirjen pengelolaan pembiayaan amp risiko kemenkeu pemerintah akan menerbitkan surat utang negara dim sum bond dalam denominasi yuan china kwaal kontan deja
1977011072893960211,Sun Oct 12 20:37:01 +0000 2025,0,@Ronnie_Rusli Belum denger ada berita dirjen pajak beacukai ditangkap semenjak purbaya jd menkeu...jangan2 hoax ,1977473602665713896,,Ronnie_Rusli,in,,0,0,0,https://x.com/undefined/status/1977473602665713896,2417189370,,belum denger ada berita dirjen pajak beacukai ditangkap semenjak purbaya jd menkeujangan hoax,belum denger ada berita dirjen pajak beacukai ditangkap semenjak purbaya menkeujangan hoax
1977279757848027479,Sun Oct 12 20:24:12 +0000 2025,0,@Opposisi6890 Kelemahan purbaya : sptnya masih pakai data BPS untuk aspek pertumbuhan ekonomi dan kepuasan masyarakat dan tidak memperhitungkan atau menyepelekan debt factor effect,1977470376474259892,,Opposisi6890,in,,0,0,0,https://x.com/undefined/status/1977470376474259892,1844024367375941632,,kelemahan purbaya sptnya masih pakai data bps untuk aspek peumbuhan ekonomi dan kepuasan masyarakat dan tidak memperhitungkan atau menyepelekan debt factor effect,kelemahan purbaya sptnya masih pakai data bps untuk aspek peumbuhan ekonomi dan kepuasan masyarakat dan tidak memperhitungkan atau menyepelekan debt factor effect
1977257407375196541,Sun Oct 12 20:15:51 +0000 2025,0,@BebySoSweet Ada aja gebrakan nya pak Purbaya tiap hati ,1977468275979370952,,BebySoSweet,in,,0,0,0,https://x.com/undefined/status/1977468275979370952,1461296762417680387,,ada aja gebrakan nya pak purbaya tiap hati,ada aja gebrakan nya pak purbaya tiap hati
1977462177750757391,Sun Oct 12 19:51:37 +0000 2025,0,Kalo liat Pak Purbaya itu keinget dosen kampus anjir yang cengar cengir tapi dalemnya killer,1977462177750757391,,,in,,0,0,0,https://x.com/undefined/status/1977462177750757391,937562546432745477,,kalo liat pak purbaya itu keinget dosen kampus anjir yang cengar cengir tapi dalemnya killer,kalau liat pak purbaya itu keinget dosen kampus anjir yang cengar cengir tapi dalemnya killer
1977284660746240454,Sun Oct 12 19:25:49 +0000 2025,4,@DS_yantie Pada masa pemerintahan Jokowi Purbaya keluar dari Dana Reksa dan kemudian bergabung dengan Kantor Staf Presiden (KSP). Bukan hal baru juga buat Purbaya dia juga bagian dari pemerintah pada waktu itu 1 grbong kudu tgg jawab semua,1977455685454664118,,DS_yantie,in,,0,2,0,https://x.com/undefined/status/1977455685454664118,56202720,,pada masa pemerintahan jokowi purbaya keluar dari dana reksa dan kemudian bergabung dengan kantor staf presiden ksp bukan hal baru juga buat purbaya dia juga bagian dari pemerintah pada waktu itu grbong kudu tgg jawab semua,pada masa pemerintahan jokowi purbaya keluar dari dana reksa dan kemudian bergabung dengan kantor staf presiden ksp bukan hal baru juga buat purbaya dia juga bagian dari pemerintah pada waktu itu grbong kudu tgg jawab semua
1977202089857352097,Sun Oct 12 19:09:36 +0000 2025,0,@NurRohi03920969 @kumparan @prabowo Haha sindiran itu lucu tapi mengena. Yang penting kebijakan fiskal seperti Purbaya's prioritas lindungi APBN dari utang Whoosh yang sudah di Danantara. Bela proyek tanpa hitung untung-rugi cuma tambah beban negara bukan dukungan cerdas. Fokus fakta ekonomi biar diskusi lebih,1977451604942152153,,NurRohi03920969,in,,0,1,0,https://x.com/undefined/status/1977451604942152153,1720665183188922368,,haha sindiran itu lucu tapi mengena yang penting kebijakan fiskal sepei purbayas prioritas lindungi apbn dari utang whoosh yang sudah di danantara bela proyek tanpa hitung untungrugi cuma tambah beban negara bukan dukungan cerdas fokus fakta ekonomi biar diskusi lebih,haha sindiran itu lucu tapi mengena yang penting kebijakan fiskal sepei purbayas prioritas lindungi apbn dari utang whoosh yang sudah danantara bela proyek tanpa hitung untungrugi cuma tambah beban negara bukan dukungan cerdas fokus fakta ekonomi biar diskusi lebih
1977202089857352097,Sun Oct 12 19:06:48 +0000 2025,0,@NurRohi03920969 @kumparan @prabowo Klaim antek asing itu cuma narasi emosional dari yang tak paham prinsip fiskal karena Purbaya lindungi APBN dari utang Whoosh yang overrun Rp19 8 triliun bukan sabotase tapi manajemen risiko. Proyek Jokowi memang ambisius tapi sekarang Danantara tanggung sendiri via dividen,1977450900257136851,,NurRohi03920969,in,,0,1,0,https://x.com/undefined/status/1977450900257136851,1720665183188922368,,klaim antek asing itu cuma narasi emosional dari yang tak paham prinsip fiskal karena purbaya lindungi apbn dari utang whoosh yang overrun rp triliun bukan sabotase tapi manajemen risiko proyek jokowi memang ambisius tapi sekarang danantara tanggung sendiri via dividen,klaim antek asing itu cuma narasi emosional dari yang tak paham prinsip fiskal karena purbaya lindungi apbn dari utang whoosh yang overrun triliun bukan sabotase tapi manajemen risiko proyek jokowi memang ambisius tapi sekarang danantara tanggung sendiri via dividen
1977202089857352097,Sun Oct 12 19:03:32 +0000 2025,0,@NurRohi03920969 @kumparan @prabowo Kebijakan Purbaya bijak untuk jaga kestabilan APBN karena utang Whoosh sudah di bawah Danantara yang punya sumber dividen BUMN Rp80 triliun lebih per tahun. Ini bukan soal ganti menteri tapi prinsip manajemen risiko fiskal yang solid agar tak tambah beban negara. Besok atau,1977450077116563688,,NurRohi03920969,in,,0,1,0,https://x.com/undefined/status/1977450077116563688,1720665183188922368,,kebijakan purbaya bijak untuk jaga kestabilan apbn karena utang whoosh sudah di bawah danantara yang punya sumber dividen bumn rp triliun lebih per tahun ini bukan soal ganti menteri tapi prinsip manajemen risiko fiskal yang solid agar tak tambah beban negara besok atau,kebijakan purbaya bijak untuk jaga kestabilan apbn karena utang whoosh sudah bawah danantara yang punya sumber dividen bumn triliun lebih per tahun ini bukan soal ganti menteri tapi prinsip manajemen risiko fiskal yang solid agar tak tambah beban negara besok atau
1977449922875306137,Sun Oct 12 19:02:55 +0000 2025,0,MENTERI PURBAYA Setelah dilantik belum tuntas sehari ia memantik amarah publik sebuah kalimat dengan tanda petik Mereka akan sibuk cari kerja dan makan enak dibandingkan mendemo. Senyumnya tipis seperti kans ekonomi Indonesia lekas pulih &amp; membaik.,1977449922875306137,,,in,,0,1,0,https://x.com/undefined/status/1977449922875306137,288142749,,menteri purbaya setelah dilantik belum tuntas sehari ia memantik amarah publik sebuah kalimat dengan tanda petik mereka akan sibuk cari kerja dan makan enak dibandingkan mendemo senyumnya tipis sepei kans ekonomi indonesia lekas pulih amp membaik,menteri purbaya setelah dilantik belum tuntas sehari memantik amarah publik sebuah kalimat dengan tanda petik mereka akan sibuk cari kerja dan makan enak dibandingkan mendemo senyumnya tipis sepei kans ekonomi indonesia lekas pulih amp membaik
1977202089857352097,Sun Oct 12 18:56:33 +0000 2025,0,@NurRohi03920969 @kumparan Ya kebijakan Purbaya realistis untuk lindungi APBN dari utang Whoosh Rp6 9 triliun yang seharusnya ditangani Danantara sendiri. Termul kesal karena dividen BUMN dialihkan bukan lagi subsidi langsung dari kas negara. Ini cegah beban fiskal bertambah meski proyek era sebelumnya,1977448320978280641,,NurRohi03920969,in,,0,1,0,https://x.com/undefined/status/1977448320978280641,1720665183188922368,,ya kebijakan purbaya realistis untuk lindungi apbn dari utang whoosh rp triliun yang seharusnya ditangani danantara sendiri termul kesal karena dividen bumn dialihkan bukan lagi subsidi langsung dari kas negara ini cegah beban fiskal beambah meski proyek era sebelumnya,kebijakan purbaya realistis untuk lindungi apbn dari utang whoosh triliun yang seharusnya ditangani danantara sendiri termul kesal karena dividen bumn dialihkan bukan lagi subsidi langsung dari kas negara ini cegah beban fiskal beambah meski proyek era sebelumnya
1977208372782154109,Sun Oct 12 18:56:00 +0000 2025,0,@MuhammadTuhasan khawatir di dor pak purbaya sama termul,1977448180313919777,,MuhammadTuhasan,in,,0,0,0,https://x.com/undefined/status/1977448180313919777,1855041494572580867,,khawatir di dor pak purbaya sama termul,khawatir dor pak purbaya sama termul
1977443170771476683,Sun Oct 12 18:36:05 +0000 2025,0,Purbaya ni lama lama kek punya buzer dah,1977443170771476683,,,in,,0,0,0,https://x.com/undefined/status/1977443170771476683,1531921356631453696,,purbaya ni lama lama kek punya buzer dah,purbaya lama lama kek punya buzer dah
