id_str,created_at,full_text,normalized_text,favorite_count,reply_count,retweet_count,full_text_no_hashtag
1977523927539929220,Sun Oct 12 23:56:59 +0000 2025, HOAX ALERT! Beredar sebuah nomor asing mengaku sebagai Menkeu Purbaya. Faktanya: ITU HOAX. Selalu cross-check melalui kanal resmi di website akun terverifikasi dan call center. Jangan Tertipu. Jangan Sebar. Jangan Percaya. Laporkan nomor mencurigakan ke pihak https://t.co/jKug3AF2x3,hoax ale beredar sebuah nomor asing mengaku sebagai menkeu purbaya faktanya itu hoax selalu crosscheck melalui kanal resmi website akun terverifikasi dan call center jangan teipu jangan sebar jangan percaya laporkan nomor mencurigakan pihak,46,8,6,HOAX ALERT! Beredar sebuah nomor asing mengaku sebagai Menkeu Purbaya. Faktanya: ITU HOAX. Selalu cross-check melalui kanal resmi di website akun terverifikasi dan call center. Jangan Tertipu. Jangan Sebar. Jangan Percaya. Laporkan nomor mencurigakan ke pihak https://t.co/jKug3AF2x3
1977522678295851250,Sun Oct 12 23:52:01 +0000 2025,@mr_banan12 Jadi inget vidio pejabat Bea cukai yg di suruh balik badan. Didepan orang yg sedah bicara ke Purbaya.,jadi inget vidio pejabat bea cukai yang suruh balik badan didepan orang yang sedah bicara purbaya,0,0,0,@mr_banan12 Jadi inget vidio pejabat Bea cukai yg di suruh balik badan. Didepan orang yg sedah bicara ke Purbaya.
1977522101767782544,Sun Oct 12 23:49:44 +0000 2025,Ultimatum Purbaya ke Anak Buah: Gue Sikat Lu Gak Ada Ampun! https://t.co/ymFXgdjiEI,ultimatum purbaya anak buah gue sikat tidak ada ampun,2,1,1,Ultimatum Purbaya ke Anak Buah: Gue Sikat Lu Gak Ada Ampun! https://t.co/ymFXgdjiEI
1977520362368942236,Sun Oct 12 23:42:49 +0000 2025,@Giiselje Ha ha MUI urusan mu bukan itu presiden saja sangat happy dgn pak Purbaya .MUI kacanya kabur,mui urusan bukan itu presiden saja sangat happy dengan pak purbaya mui kacanya kabur,0,0,0,@Giiselje Ha ha MUI urusan mu bukan itu presiden saja sangat happy dgn pak Purbaya .MUI kacanya kabur
1977519868527378833,Sun Oct 12 23:40:51 +0000 2025,@TasyaFebri18 Purbaya membawa angin segar bagi dunia investasi Indonesia.,purbaya membawa angin segar bagi dunia investasi indonesia,0,0,0,@TasyaFebri18 Purbaya membawa angin segar bagi dunia investasi Indonesia.
1977519864429621602,Sun Oct 12 23:40:50 +0000 2025,Ini orang2 partai yg menyerang Purbaya https://t.co/UMXmRsima0,ini orang paai yang menyerang purbaya,15,2,4,Ini orang2 partai yg menyerang Purbaya https://t.co/UMXmRsima0
1977519850458374277,Sun Oct 12 23:40:47 +0000 2025,@TasyaFebri18 Efek Purbaya benar-benar terasa ekonomi makin stabil!,efek purbaya benarbenar terasa ekonomi makin stabil,0,0,0,@TasyaFebri18 Efek Purbaya benar-benar terasa ekonomi makin stabil!
1977519651447037965,Sun Oct 12 23:40:00 +0000 2025,@GhifaryRah68255 Purbaya membawa angin segar bagi dunia investasi Indonesia.,purbaya membawa angin segar bagi dunia investasi indonesia,0,0,0,@GhifaryRah68255 Purbaya membawa angin segar bagi dunia investasi Indonesia.
1977519634913153148,Sun Oct 12 23:39:56 +0000 2025,@GhifaryRah68255 Efek Purbaya benar-benar terasa ekonomi makin stabil!,efek purbaya benarbenar terasa ekonomi makin stabil,0,0,0,@GhifaryRah68255 Efek Purbaya benar-benar terasa ekonomi makin stabil!
1977519469267435648,Sun Oct 12 23:39:16 +0000 2025,Sri Mulyani cerdas - Purbaya cerdas berani dan rasional .... semoga Allah senantiasa memudahkan dan melindunginya,sri mulyani cerdas purbaya cerdas berani dan rasional semoga allah senantiasa memudahkan dan melindunginya,0,0,0,Sri Mulyani cerdas - Purbaya cerdas berani dan rasional .... semoga Allah senantiasa memudahkan dan melindunginya
1977508064267035086,Sun Oct 12 22:53:57 +0000 2025,Dan pagi ini Bagong mendapati harga telur naik lagi jadi 31ribu. Terimakasih Prabowo. Terimakasih Purbaya. Terimakasih Amran. Ente sukses... ,dan pagi ini bagong mendapati harga telur naik lagi jadi ribu terimakasih prabowo terimakasih purbaya terimakasih amran ente sukses,96,25,24,Dan pagi ini Bagong mendapati harga telur naik lagi jadi 31ribu. Terimakasih Prabowo. Terimakasih Purbaya. Terimakasih Amran. Ente sukses...
1977507897065251064,Sun Oct 12 22:53:17 +0000 2025,@Tan_Mar3M Jgn lgsg percaya cuy Purbaya mayoritas baru omongan blm banyak tindakan nyata Btw itu apbn kok bs lolos 10% buat mbg *gw ga bela srimul ga juga anti purbaya,jangan lgsg percaya cuy purbaya mayoritas baru omongan belum banyak tindakan nyata the way itu apbn kok lolos buat mbg tidak bela srimul tidak juga anti purbaya,0,0,0,@Tan_Mar3M Jgn lgsg percaya cuy Purbaya mayoritas baru omongan blm banyak tindakan nyata Btw itu apbn kok bs lolos 10% buat mbg *gw ga bela srimul ga juga anti purbaya
1977507563928531416,Sun Oct 12 22:51:58 +0000 2025,@annisfitriana @DS_yantie Purbaya betul di KSP tetapi dia bukan pejabat yang memegang kendali tanggung jawab purbaya seperti kebanyakan eselon 1 di pemẹrintahan lainnya..,purbaya betul ksp tetapi dia bukan pejabat yang memegang kendali tanggung jawab purbaya sepei kebanyakan eselon pemrintahan lainnya,2,0,0,@annisfitriana @DS_yantie Purbaya betul di KSP tetapi dia bukan pejabat yang memegang kendali tanggung jawab purbaya seperti kebanyakan eselon 1 di pemẹrintahan lainnya..
1977507447976980833,Sun Oct 12 22:51:30 +0000 2025,@SUARAKRISTEN1 @dhaintly Ya ada video perdebatan publik antara Menkeu Purbaya Yudhi Sadewa dan Menteri ESDM Bahlil Lahadalia soal subsidi LPG 3 kg dan data energi. Ini berdasarkan rapat DPR 30 Sept 2025 dan tanggapan media. Mereka bertemu 10 Okt untuk bahas kompensasi BBM. Cek sumber seperti YouTube,ada video perdebatan publik antara menkeu purbaya yudhi sadewa dan menteri esdm bahlil lahadalia soal subsidi lpg dan data energi ini berdasarkan rapat dpr sept dan tanggapan media mereka beemu okt untuk bahas kompensasi bbm cek sumber sepei youtube,0,0,0,@SUARAKRISTEN1 @dhaintly Ya ada video perdebatan publik antara Menkeu Purbaya Yudhi Sadewa dan Menteri ESDM Bahlil Lahadalia soal subsidi LPG 3 kg dan data energi. Ini berdasarkan rapat DPR 30 Sept 2025 dan tanggapan media. Mereka bertemu 10 Okt untuk bahas kompensasi BBM. Cek sumber seperti YouTube
1977506927207985322,Sun Oct 12 22:49:26 +0000 2025,@arifbalikpapan1 Mafia itu adalah para pejabat dan mantan pejabat yang terusik dengan pernyataan atau pun kebijakan yang diambil oleh Purbaya,mafia itu adalah para pejabat dan mantan pejabat yang terusik dengan pernyataan atau pun kebijakan yang diambil oleh purbaya,6,0,0,@arifbalikpapan1 Mafia itu adalah para pejabat dan mantan pejabat yang terusik dengan pernyataan atau pun kebijakan yang diambil oleh Purbaya
1977505724558397621,Sun Oct 12 22:44:39 +0000 2025,@hipohan Sangat wajar jk yg bayar sesuai perkataan bpk purbaya ialah siluhut..dan kroni kroninya si jokower brengsek ini wuenak saja negara yg bayar pokoke rezim ugal2an dan asal2an inilah yg hrs membayar berapapun sampai mati sekalipun seluruh hartanya disita utk negara itu baru adil,sangat wajar yang bayar sesuai perkataan bpk purbaya ialah siluhutdan kroni kroninya jokower brengsek ini wuenak saja negara yang bayar pokoke rezim ugalan dan asalan inilah yang hrs membayar berapapun sampai mati sekalipun seluruh haanya disita untuk negara itu baru adil,1,0,1,@hipohan Sangat wajar jk yg bayar sesuai perkataan bpk purbaya ialah siluhut..dan kroni kroninya si jokower brengsek ini wuenak saja negara yg bayar pokoke rezim ugal2an dan asal2an inilah yg hrs membayar berapapun sampai mati sekalipun seluruh hartanya disita utk negara itu baru adil
1977505554047308211,Sun Oct 12 22:43:59 +0000 2025,@txtfromjogja Jare dikon perbaiki belanja daerah karo Purbaya lha iki perbaikan sistem pengelolaan sampah. Kerja sama UGM.,jare dikon perbaiki belanja daerah karo purbaya lha iki perbaikan sistem pengelolaan sampah kerja sama ugm,1,0,0,@txtfromjogja Jare dikon perbaiki belanja daerah karo Purbaya lha iki perbaikan sistem pengelolaan sampah. Kerja sama UGM.
1977505288560496916,Sun Oct 12 22:42:55 +0000 2025,Tempatkan Purbaya Pengamat: Cara Prabowo Gebuk Jokowi dan Geng Solo https://t.co/Y7A4K4I9qe,tempatkan purbaya pengamat cara prabowo gebuk jokowi dan geng solo,35,0,19,Tempatkan Purbaya Pengamat: Cara Prabowo Gebuk Jokowi dan Geng Solo https://t.co/Y7A4K4I9qe
1977504147055514052,Sun Oct 12 22:38:23 +0000 2025,@toe_giman @FerdinandHaean3 Purbaya bisa benar bisa juga salah..tapi si sempak merah ini dlm mengkritisi Purbaya tidak disertai data..!!! dia hanya mengkritisi purbaya dari 'style bicara Purbaya saja'. kritiknya hampir tdk ada manfaatnya,purbaya bisa benar bisa juga salahtapi sempak merah ini dalam mengkritisi purbaya tidak diseai data dia hanya mengkritisi purbaya dari style bicara purbaya saja kritiknya hampir tidak ada manfaatnya,4,2,0,@toe_giman @FerdinandHaean3 Purbaya bisa benar bisa juga salah..tapi si sempak merah ini dlm mengkritisi Purbaya tidak disertai data..!!! dia hanya mengkritisi purbaya dari 'style bicara Purbaya saja'. kritiknya hampir tdk ada manfaatnya
1977502336416428093,Sun Oct 12 22:31:11 +0000 2025,KENAPA GW MIMPI SERUMAH SAMA PURBAYA ANJ,kenapa mimpi serumah sama purbaya anj,1,1,1,KENAPA GW MIMPI SERUMAH SAMA PURBAYA ANJ
1977502169852187004,Sun Oct 12 22:30:32 +0000 2025,Mr. J PSI Kalah Pamor dari Prabowo dan Purbaya https://t.co/dsfF2b367s,psi kalah pamor dari prabowo dan purbaya,39,1,23,Mr. J PSI Kalah Pamor dari Prabowo dan Purbaya https://t.co/dsfF2b367s
1977502037140214032,Sun Oct 12 22:30:00 +0000 2025,Purbaya Melesat Purbaya Digugat https://t.co/JnpCQ1q9bT,purbaya melesat purbaya digugat,0,0,0,Purbaya Melesat Purbaya Digugat https://t.co/JnpCQ1q9bT
1977501264939524471,Sun Oct 12 22:26:56 +0000 2025,Ini baru bener.... maju terus pak Purbaya...,ini baru bener maju terus pak purbaya,0,0,0,Ini baru bener.... maju terus pak Purbaya...
1977501225945022949,Sun Oct 12 22:26:47 +0000 2025,@BangPino__ Menkeu Purbaya sudah berada dijalan yang benar.,menkeu purbaya sudah berada dijalan yang benar,0,0,0,@BangPino__ Menkeu Purbaya sudah berada dijalan yang benar.
1977494655056150792,Sun Oct 12 22:00:40 +0000 2025,@elisa_jkt Kan jokowi dan luhut yg bilang B2B awal2 gak pake apbn..lalu kok mau dibayar apbn skrg? Mirip dgn IKN jg.. bener purbaya biar clear dulu krn menkeu bukan juru bayar karena duo maling itu merasa gak bersalah..,kan jokowi dan luhut yang bilang awal tidak pake apbnlalu kok mau dibayar apbn skrg mirip dengan ikn juga bener purbaya biar clear dulu karena menkeu bukan juru bayar karena duo maling itu merasa tidak bersalah,6,1,0,@elisa_jkt Kan jokowi dan luhut yg bilang B2B awal2 gak pake apbn..lalu kok mau dibayar apbn skrg? Mirip dgn IKN jg.. bener purbaya biar clear dulu krn menkeu bukan juru bayar karena duo maling itu merasa gak bersalah..
1977494411635482892,Sun Oct 12 21:59:42 +0000 2025,Namanya masing-masing bekerja berkelanjutan bertahap bertahan di setiap masa. Tinggal kini pak Purbaya membuktikan karyanya enam bulan ke depan semoga berhasil 🇮🇩,namanya masingmasing bekerja berkelanjutan beahap beahan setiap masa tinggal kini pak purbaya membuktikan karyanya enam bulan depan semoga berhasil,0,0,0,Namanya masing-masing bekerja berkelanjutan bertahap bertahan di setiap masa. Tinggal kini pak Purbaya membuktikan karyanya enam bulan ke depan semoga berhasil 🇮🇩
1977494386666877131,Sun Oct 12 21:59:36 +0000 2025,Rakyat wajib tahu ini kita wajib dukung dan lindungi Pak Purbaya... @menkeu,rakyat wajib tahu ini kita wajib dukung dan lindungi pak purbaya,1,0,0,Rakyat wajib tahu ini kita wajib dukung dan lindungi Pak Purbaya... @menkeu
1977493634783326647,Sun Oct 12 21:56:37 +0000 2025,Sehat-sehat Pak Purbaya #HidupRakyatIndonesia #AdiliJokowi,sehatsehat pak purbaya,0,0,0,Sehat-sehat Pak Purbaya
1977491251143557348,Sun Oct 12 21:47:08 +0000 2025,@wansrosadi @susno2g Pak Purbaya melawan para bangsat bangsa.,pak purbaya melawan para bangsat bangsa,1,1,0,@wansrosadi @susno2g Pak Purbaya melawan para bangsat bangsa.
1977490977691746483,Sun Oct 12 21:46:03 +0000 2025,@susno2g Rakyat ada dibelakang Pak Purbaya. Pak Purbaya sdh berada dijalur yang benar.,rakyat ada dibelakang pak purbaya pak purbaya sudah berada dijalur yang benar,1,0,0,@susno2g Rakyat ada dibelakang Pak Purbaya. Pak Purbaya sdh berada dijalur yang benar.
1977490904438190139,Sun Oct 12 21:45:46 +0000 2025,@Opposisi6890 @KoesdionoN Purbaya msh baru dan blom dpt dinilai...setelah 1 thn baru bisa dinilai apakah : sama lebih baik atau kurang di bandingkan dg sei mulyani,purbaya msh baru dan blom dpt dinilaisetelah thn baru bisa dinilai apakah sama lebih baik atau kurang bandingkan dengan sei mulyani,2,0,0,@Opposisi6890 @KoesdionoN Purbaya msh baru dan blom dpt dinilai...setelah 1 thn baru bisa dinilai apakah : sama lebih baik atau kurang di bandingkan dg sei mulyani
1977486809216266478,Sun Oct 12 21:29:29 +0000 2025,@arifbalikpapan1 Sepertinya Opunglah yang paling marah dengan Menkeu Purbaya. Heran juga kenapa sang pembenci ini di pertahankan @prabowo bahkan dulu dia menghina Prabowo. Please singkirkan benalu negeri ini pak presiden.,sepeinya opunglah yang paling marah dengan menkeu purbaya heran juga kenapa sang pembenci ini peahankan bahkan dulu dia menghina prabowo please singkirkan benalu negeri ini pak presiden,2,0,0,@arifbalikpapan1 Sepertinya Opunglah yang paling marah dengan Menkeu Purbaya. Heran juga kenapa sang pembenci ini di pertahankan @prabowo bahkan dulu dia menghina Prabowo. Please singkirkan benalu negeri ini pak presiden.
1977484742447845412,Sun Oct 12 21:21:17 +0000 2025,@toe_giman @FerdinandHaean3 Tidak pernah ada orang baik dimata dia. Tidak ada Menkeu sebaik Pak Purbaya setelah Marie Muhammad meskipun gaya berbeda. Pak Purbaya berdiri paling depan bela kepentingan rakyat kecil. Kalian orang partai bisa bikin apa bacot doang?,tidak pernah ada orang baik dimata dia tidak ada menkeu sebaik pak purbaya setelah marie muhammad meskipun gaya berbeda pak purbaya berdiri paling depan bela kepentingan rakyat kecil kalian orang paai bisa bikin apa bacot doang,2,1,0,@toe_giman @FerdinandHaean3 Tidak pernah ada orang baik dimata dia. Tidak ada Menkeu sebaik Pak Purbaya setelah Marie Muhammad meskipun gaya berbeda. Pak Purbaya berdiri paling depan bela kepentingan rakyat kecil. Kalian orang partai bisa bikin apa bacot doang?
1977479387638378945,Sun Oct 12 21:00:00 +0000 2025,Misbakhun Ingatkan Menkeu Purbaya Tak Usah Berpolemik Dengan Kementerian Lain https://t.co/bggA7sa3En,misbakhun ingatkan menkeu purbaya tak usah berpolemik dengan kementerian lain,0,0,1,Misbakhun Ingatkan Menkeu Purbaya Tak Usah Berpolemik Dengan Kementerian Lain https://t.co/bggA7sa3En
1977474433305723283,Sun Oct 12 20:40:19 +0000 2025,@BosPurwa Kita lihat saja...siapa yg bakalan bubar duluan Purbaya atau Satgas https://t.co/wXTJs1aiXE,kita lihat sajasiapa yang bakalan bubar duluan purbaya atau satgas,50,2,3,@BosPurwa Kita lihat saja...siapa yg bakalan bubar duluan Purbaya atau Satgas https://t.co/wXTJs1aiXE
1977473888612385003,Sun Oct 12 20:38:09 +0000 2025,@OposisiCerdas 1) Baru 1 bln Purbaya jabat Menkeu &amp; belum memasuki 2026 APBN sudah TERCEKIK. 2) Suminto Dirjen Pengelolaan Pembiayaan &amp; Risiko Kemenkeu: Pemerintah akan MENERBITKAN SURAT UTANG NEGARA DIM SUM BOND dlm denominasi YUAN CHINA pd Kwartal IV-2025. (KONTAN TV 3 hr yl) 3) Deja vu.,baru bln purbaya jabat menkeu amp belum memasuki apbn sudah tercekik suminto dirjen pengelolaan pembiayaan amp risiko kemenkeu pemerintah akan menerbitkan surat utang negara dim sum bond dalam denominasi yuan china kwaal kontan deja,2,0,0,@OposisiCerdas 1) Baru 1 bln Purbaya jabat Menkeu &amp; belum memasuki 2026 APBN sudah TERCEKIK. 2) Suminto Dirjen Pengelolaan Pembiayaan &amp; Risiko Kemenkeu: Pemerintah akan MENERBITKAN SURAT UTANG NEGARA DIM SUM BOND dlm denominasi YUAN CHINA pd Kwartal IV-2025. (KONTAN TV 3 hr yl) 3) Deja vu.
1977473602665713896,Sun Oct 12 20:37:01 +0000 2025,@Ronnie_Rusli Belum denger ada berita dirjen pajak beacukai ditangkap semenjak purbaya jd menkeu...jangan2 hoax ,belum denger ada berita dirjen pajak beacukai ditangkap semenjak purbaya menkeujangan hoax,0,0,0,@Ronnie_Rusli Belum denger ada berita dirjen pajak beacukai ditangkap semenjak purbaya jd menkeu...jangan2 hoax
1977470376474259892,Sun Oct 12 20:24:12 +0000 2025,@Opposisi6890 Kelemahan purbaya : sptnya masih pakai data BPS untuk aspek pertumbuhan ekonomi dan kepuasan masyarakat dan tidak memperhitungkan atau menyepelekan debt factor effect,kelemahan purbaya sptnya masih pakai data bps untuk aspek peumbuhan ekonomi dan kepuasan masyarakat dan tidak memperhitungkan atau menyepelekan debt factor effect,0,0,0,@Opposisi6890 Kelemahan purbaya : sptnya masih pakai data BPS untuk aspek pertumbuhan ekonomi dan kepuasan masyarakat dan tidak memperhitungkan atau menyepelekan debt factor effect
1977468275979370952,Sun Oct 12 20:15:51 +0000 2025,@BebySoSweet Ada aja gebrakan nya pak Purbaya tiap hati ,ada aja gebrakan nya pak purbaya tiap hati,0,0,0,@BebySoSweet Ada aja gebrakan nya pak Purbaya tiap hati
1977462177750757391,Sun Oct 12 19:51:37 +0000 2025,Kalo liat Pak Purbaya itu keinget dosen kampus anjir yang cengar cengir tapi dalemnya killer,kalau liat pak purbaya itu keinget dosen kampus anjir yang cengar cengir tapi dalemnya killer,0,0,0,Kalo liat Pak Purbaya itu keinget dosen kampus anjir yang cengar cengir tapi dalemnya killer
1977455685454664118,Sun Oct 12 19:25:49 +0000 2025,@DS_yantie Pada masa pemerintahan Jokowi Purbaya keluar dari Dana Reksa dan kemudian bergabung dengan Kantor Staf Presiden (KSP). Bukan hal baru juga buat Purbaya dia juga bagian dari pemerintah pada waktu itu 1 grbong kudu tgg jawab semua,pada masa pemerintahan jokowi purbaya keluar dari dana reksa dan kemudian bergabung dengan kantor staf presiden ksp bukan hal baru juga buat purbaya dia juga bagian dari pemerintah pada waktu itu grbong kudu tgg jawab semua,4,2,0,@DS_yantie Pada masa pemerintahan Jokowi Purbaya keluar dari Dana Reksa dan kemudian bergabung dengan Kantor Staf Presiden (KSP). Bukan hal baru juga buat Purbaya dia juga bagian dari pemerintah pada waktu itu 1 grbong kudu tgg jawab semua
1977451604942152153,Sun Oct 12 19:09:36 +0000 2025,@NurRohi03920969 @kumparan @prabowo Haha sindiran itu lucu tapi mengena. Yang penting kebijakan fiskal seperti Purbaya's prioritas lindungi APBN dari utang Whoosh yang sudah di Danantara. Bela proyek tanpa hitung untung-rugi cuma tambah beban negara bukan dukungan cerdas. Fokus fakta ekonomi biar diskusi lebih,haha sindiran itu lucu tapi mengena yang penting kebijakan fiskal sepei purbayas prioritas lindungi apbn dari utang whoosh yang sudah danantara bela proyek tanpa hitung untungrugi cuma tambah beban negara bukan dukungan cerdas fokus fakta ekonomi biar diskusi lebih,0,1,0,@NurRohi03920969 @kumparan @prabowo Haha sindiran itu lucu tapi mengena. Yang penting kebijakan fiskal seperti Purbaya's prioritas lindungi APBN dari utang Whoosh yang sudah di Danantara. Bela proyek tanpa hitung untung-rugi cuma tambah beban negara bukan dukungan cerdas. Fokus fakta ekonomi biar diskusi lebih
1977450900257136851,Sun Oct 12 19:06:48 +0000 2025,@NurRohi03920969 @kumparan @prabowo Klaim antek asing itu cuma narasi emosional dari yang tak paham prinsip fiskal karena Purbaya lindungi APBN dari utang Whoosh yang overrun Rp19 8 triliun bukan sabotase tapi manajemen risiko. Proyek Jokowi memang ambisius tapi sekarang Danantara tanggung sendiri via dividen,klaim antek asing itu cuma narasi emosional dari yang tak paham prinsip fiskal karena purbaya lindungi apbn dari utang whoosh yang overrun triliun bukan sabotase tapi manajemen risiko proyek jokowi memang ambisius tapi sekarang danantara tanggung sendiri via dividen,0,1,0,@NurRohi03920969 @kumparan @prabowo Klaim antek asing itu cuma narasi emosional dari yang tak paham prinsip fiskal karena Purbaya lindungi APBN dari utang Whoosh yang overrun Rp19 8 triliun bukan sabotase tapi manajemen risiko. Proyek Jokowi memang ambisius tapi sekarang Danantara tanggung sendiri via dividen
1977450077116563688,Sun Oct 12 19:03:32 +0000 2025,@NurRohi03920969 @kumparan @prabowo Kebijakan Purbaya bijak untuk jaga kestabilan APBN karena utang Whoosh sudah di bawah Danantara yang punya sumber dividen BUMN Rp80 triliun lebih per tahun. Ini bukan soal ganti menteri tapi prinsip manajemen risiko fiskal yang solid agar tak tambah beban negara. Besok atau,kebijakan purbaya bijak untuk jaga kestabilan apbn karena utang whoosh sudah bawah danantara yang punya sumber dividen bumn triliun lebih per tahun ini bukan soal ganti menteri tapi prinsip manajemen risiko fiskal yang solid agar tak tambah beban negara besok atau,0,1,0,@NurRohi03920969 @kumparan @prabowo Kebijakan Purbaya bijak untuk jaga kestabilan APBN karena utang Whoosh sudah di bawah Danantara yang punya sumber dividen BUMN Rp80 triliun lebih per tahun. Ini bukan soal ganti menteri tapi prinsip manajemen risiko fiskal yang solid agar tak tambah beban negara. Besok atau
1977449922875306137,Sun Oct 12 19:02:55 +0000 2025,MENTERI PURBAYA Setelah dilantik belum tuntas sehari ia memantik amarah publik sebuah kalimat dengan tanda petik Mereka akan sibuk cari kerja dan makan enak dibandingkan mendemo. Senyumnya tipis seperti kans ekonomi Indonesia lekas pulih &amp; membaik.,menteri purbaya setelah dilantik belum tuntas sehari memantik amarah publik sebuah kalimat dengan tanda petik mereka akan sibuk cari kerja dan makan enak dibandingkan mendemo senyumnya tipis sepei kans ekonomi indonesia lekas pulih amp membaik,0,1,0,MENTERI PURBAYA Setelah dilantik belum tuntas sehari ia memantik amarah publik sebuah kalimat dengan tanda petik Mereka akan sibuk cari kerja dan makan enak dibandingkan mendemo. Senyumnya tipis seperti kans ekonomi Indonesia lekas pulih &amp; membaik.
1977448320978280641,Sun Oct 12 18:56:33 +0000 2025,@NurRohi03920969 @kumparan Ya kebijakan Purbaya realistis untuk lindungi APBN dari utang Whoosh Rp6 9 triliun yang seharusnya ditangani Danantara sendiri. Termul kesal karena dividen BUMN dialihkan bukan lagi subsidi langsung dari kas negara. Ini cegah beban fiskal bertambah meski proyek era sebelumnya,kebijakan purbaya realistis untuk lindungi apbn dari utang whoosh triliun yang seharusnya ditangani danantara sendiri termul kesal karena dividen bumn dialihkan bukan lagi subsidi langsung dari kas negara ini cegah beban fiskal beambah meski proyek era sebelumnya,0,1,0,@NurRohi03920969 @kumparan Ya kebijakan Purbaya realistis untuk lindungi APBN dari utang Whoosh Rp6 9 triliun yang seharusnya ditangani Danantara sendiri. Termul kesal karena dividen BUMN dialihkan bukan lagi subsidi langsung dari kas negara. Ini cegah beban fiskal bertambah meski proyek era sebelumnya
1977448180313919777,Sun Oct 12 18:56:00 +0000 2025,@MuhammadTuhasan khawatir di dor pak purbaya sama termul,khawatir dor pak purbaya sama termul,0,0,0,@MuhammadTuhasan khawatir di dor pak purbaya sama termul
1977443170771476683,Sun Oct 12 18:36:05 +0000 2025,Purbaya ni lama lama kek punya buzer dah,purbaya lama lama kek punya buzer dah,0,0,0,Purbaya ni lama lama kek punya buzer dah
1977431386543013965,Sun Oct 12 17:49:16 +0000 2025,@dandelionely___ @panlokcowosolo Saham yg disarankan Purbaya bagus,saham yang disarankan purbaya bagus,0,1,0,@dandelionely___ @panlokcowosolo Saham yg disarankan Purbaya bagus
1977427728380186939,Sun Oct 12 17:34:43 +0000 2025,@SUARAKRISTEN1 @sabrinaazel Berdasarkan info terkini orang di gambar itu adalah Purbaya Yudhi Sadewa Menkeu Indonesia. Dia bukan anggota Satgas BLBI malah mengkritik dan berencana membubarkannya karena dianggap kurang efektif dalam menagih utang negara.,berdasarkan info terkini orang gambar itu adalah purbaya yudhi sadewa menkeu indonesia dia bukan anggota satgas blbi malah mengkritik dan berencana membubarkannya karena dianggap kurang efektif dalam menagih utang negara,0,0,0,@SUARAKRISTEN1 @sabrinaazel Berdasarkan info terkini orang di gambar itu adalah Purbaya Yudhi Sadewa Menkeu Indonesia. Dia bukan anggota Satgas BLBI malah mengkritik dan berencana membubarkannya karena dianggap kurang efektif dalam menagih utang negara.
1977427206319341760,Sun Oct 12 17:32:39 +0000 2025,@SUARAKRISTEN1 @sabrinaazel Berdasarkan data terkini dari Wikipedia dan sumber resmi Purbaya Yudhi Sadewa hanya menjabat sebagai Menteri Keuangan sejak 8 September 2025. Ia mengakhiri jabatan sebelumnya sebagai Ketua LPS pada hari yang sama tanpa tumpang tindih. Tidak ada indikasi jabatan ganda.,berdasarkan data terkini dari wikipedia dan sumber resmi purbaya yudhi sadewa hanya menjabat sebagai menteri keuangan sejak september mengakhiri jabatan sebelumnya sebagai ketua lps pada hari yang sama tanpa tumpang tindih tidak ada indikasi jabatan ganda,0,0,0,@SUARAKRISTEN1 @sabrinaazel Berdasarkan data terkini dari Wikipedia dan sumber resmi Purbaya Yudhi Sadewa hanya menjabat sebagai Menteri Keuangan sejak 8 September 2025. Ia mengakhiri jabatan sebelumnya sebagai Ketua LPS pada hari yang sama tanpa tumpang tindih. Tidak ada indikasi jabatan ganda.
1977425792134255031,Sun Oct 12 17:27:02 +0000 2025,Sudah Diketahui Purbaya Adalah Rival Terberat Ternak Mulyono. ,sudah diketahui purbaya adalah rival terberat ternak mulyono,0,1,0,Sudah Diketahui Purbaya Adalah Rival Terberat Ternak Mulyono.
1977425428639056109,Sun Oct 12 17:25:35 +0000 2025,@ketertibanumum Mantap kokoh titisan purbaya,bagus kokoh titisan purbaya,0,0,0,@ketertibanumum Mantap kokoh titisan purbaya
1977425282417213942,Sun Oct 12 17:25:00 +0000 2025,@faizalassegaf Dulu takjub bgt mendengar Anies disogok sekitar 500 milyar. HRS bhkn diiming²i hingga 1T. Alhmdulillh keduanya ttp keukeuh tak brgeming. Kini mulai terkuak ternyata korupsi bangsat² itu sgt di luar nurul.. ribuan triliun! Pertinyiinnyi... Kira² Purbaya mempan sogok kagak ya?,dulu takjub banget mendengar anies disogok sekitar milyar hrs bhkn diimingi hingga alhmdulillh keduanya ttp keukeuh tak brgeming kini mulai terkuak ternyata korupsi bangsat itu sgt luar nurul ribuan triliun peinyiinnyi kira purbaya mempan sogok kagak,0,1,0,@faizalassegaf Dulu takjub bgt mendengar Anies disogok sekitar 500 milyar. HRS bhkn diiming²i hingga 1T. Alhmdulillh keduanya ttp keukeuh tak brgeming. Kini mulai terkuak ternyata korupsi bangsat² itu sgt di luar nurul.. ribuan triliun! Pertinyiinnyi... Kira² Purbaya mempan sogok kagak ya?
1977421855591223314,Sun Oct 12 17:11:23 +0000 2025,Parahnya parah nih. Woy pak Purbaya mending @gojekindonesia @gojektech kau kasih juga intensif 69 T. Perputaran ekonomi anjlok nihhhhh,parahnya parah nih woy pak purbaya mending kau kasih juga intensif perputaran ekonomi anjlok nihh,0,0,0,Parahnya parah nih. Woy pak Purbaya mending @gojekindonesia @gojektech kau kasih juga intensif 69 T. Perputaran ekonomi anjlok nihhhhh
